id;Dataset;k;normalize;meka;weka;model size;status;Accuracy;Jaccard index;Hamming score;Exact match;Jaccard distance;Hamming loss;ZeroOne loss;Harmonic score;One error;Rank loss;Avg precision;Log Loss (lim. L);Log Loss (lim. D);Micro Precision;Micro Recall;Macro Precision;Macro Recall;F1 (micro averaged);F1 (macro averaged by label);AUPRC (macro averaged);AUROC (macro averaged);Build Time;Test Time;Total Time;Accuracy (per label);Harmonic (per label);Precision (per label);Recall (per label);avg. relevance (test set);avg. relevance (predicted);avg. relevance (difference)
232;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.85 -O 0 -M 11 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes -- -K;1579680;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638;success;0.586;0.586;0.725;0.128;0.414;0.275;0.872;0.603;0.231;0.316;0.644;0.535;1.006;0.679;0.818;0.694;0.803;0.742;0.711;0.629;0.68;7.143;0.125;7.268;"[""0.769"", ""0.667"", ""0.718"", ""0.744"", ""0.769"", ""0.513"", ""0.897""]";"[""0.000"", ""0.590"", ""0.701"", ""0.630"", ""0.553"", ""0.513"", ""0.870""]";"[""0.789"", ""0.586"", ""0.800"", ""0.889"", ""0.813"", ""0.357"", ""0.625""]";"[""0.968"", ""0.944"", ""0.600"", ""0.471"", ""0.897"", ""0.909"", ""0.833""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.974"", ""0.744"", ""0.385"", ""0.231"", ""0.821"", ""0.718"", ""0.205""]";"[""-0.179"", ""-0.282"", ""0.128"", ""0.205"", ""-0.077"", ""-0.436"", ""-0.051""]"
235;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
236;flags;2;True;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 2 -M 9;weka.classifiers.functions.MultilayerPerceptron -- -L 0.6 -M 0.2 -H 19;530552;success;0.619;0.619;0.755;0.231;0.381;0.245;0.769;0.685;0.179;0.26;0.767;0.335;0.631;0.729;0.779;0.593;0.668;0.753;0.625;0.607;0.693;5.425;0.006;5.431;"[""0.821"", ""0.718"", ""0.667"", ""0.769"", ""0.795"", ""0.667"", ""0.846""]";"[""0.397"", ""0.696"", ""0.661"", ""0.774"", ""0.708"", ""0.619"", ""0.000""]";"[""0.833"", ""0.640"", ""0.706"", ""0.684"", ""0.862"", ""0.429"", ""0.000""]";"[""0.968"", ""0.889"", ""0.600"", ""0.813"", ""0.862"", ""0.545"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.410"", ""0.744"", ""0.282"", ""0.154""]";"[""0.923"", ""0.641"", ""0.436"", ""0.487"", ""0.744"", ""0.359"", ""0.000""]";"[""-0.128"", ""-0.179"", ""0.077"", ""-0.077"", ""0.000"", ""-0.077"", ""0.154""]"
237;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;flags;2;False;meka.classifiers.multilabel.PS -P 3 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;20315;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;0.501;0.501;0.703;0.077;0.499;0.297;0.923;0.66;0.205;0.271;0.692;0.577;1.087;0.774;0.545;0.334;0.371;0.64;0.346;0.508;0.532;0.473;0.012;0.485;"[""0.795"", ""0.538"", ""0.718"", ""0.564"", ""0.744"", ""0.718"", ""0.846""]";"[""0.000"", ""0.000"", ""0.701"", ""0.000"", ""0.000"", ""0.000"", ""0.000""]";"[""0.795"", ""0.000"", ""0.800"", ""0.000"", ""0.744"", ""0.000"", ""0.000""]";"[""1.000"", ""0.000"", ""0.600"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""1.000"", ""0.000"", ""0.385"", ""0.000"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.205"", ""0.462"", ""0.128"", ""0.436"", ""-0.256"", ""0.282"", ""0.154""]"
240;flags;2;True;meka.classifiers.multilabel.RAkEL -N 0 -P 4 -k 2 -M 9;weka.classifiers.lazy.KStar -- -B 64 -M a;230578;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 28 -Is 974 -B 0.13 -O 0 -M 1 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1000000000.0;timeout;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;flags;2;True;meka.classifiers.multilabel.RAkEL -N 3 -P 1 -k 1 -M 4;weka.classifiers.functions.MultilayerPerceptron -- -L 0.6 -M 0.1 -H 19;231193.0;success;0.379;0.379;0.652;0.051;0.621;0.348;0.949;0.51;0.333;0.456;0.648;0.634;1.194;0.757;0.405;0.318;0.335;0.527;0.326;0.537;0.592;7.952;0.026;7.978;"[""0.205"", ""0.769"", ""0.641"", ""0.590"", ""0.795"", ""0.718"", ""0.846""]";"[""0.000"", ""0.769"", ""0.641"", ""0.000"", ""0.708"", ""0.000"", ""0.000""]";"[""0.000"", ""0.714"", ""0.650"", ""0.000"", ""0.862"", ""0.000"", ""0.000""]";"[""0.000"", ""0.833"", ""0.650"", ""0.000"", ""0.862"", ""0.000"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.410"", ""0.744"", ""0.282"", ""0.154""]";"[""0.000"", ""0.538"", ""0.513"", ""0.000"", ""0.744"", ""0.000"", ""0.000""]";"[""0.795"", ""-0.077"", ""0.000"", ""0.410"", ""0.000"", ""0.282"", ""0.154""]"
244;flags;2;False;meka.classifiers.multilabel.RAkEL -N 1 -P 1 -k 2 -M 9;weka.classifiers.functions.Logistic -- -R 1e-11;99777.0;success;0.52;0.52;0.667;0.077;0.48;0.333;0.923;0.547;0.308;0.395;0.662;0.442;0.832;0.631;0.75;0.588;0.7;0.685;0.625;0.561;0.622;1.847;0.038;1.885;"[""0.744"", ""0.667"", ""0.692"", ""0.667"", ""0.692"", ""0.564"", ""0.641""]";"[""0.220"", ""0.643"", ""0.691"", ""0.667"", ""0.695"", ""0.593"", ""0.451""]";"[""0.800"", ""0.600"", ""0.722"", ""0.591"", ""0.870"", ""0.364"", ""0.167""]";"[""0.903"", ""0.833"", ""0.650"", ""0.765"", ""0.690"", ""0.727"", ""0.333""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.897"", ""0.641"", ""0.462"", ""0.564"", ""0.590"", ""0.564"", ""0.308""]";"[""-0.103"", ""-0.179"", ""0.051"", ""-0.128"", ""0.154"", ""-0.282"", ""-0.154""]"
245;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685.0;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 974 -B 0.2 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.trees.RandomTree -- -M 22 -K 11 -depth 0 -N 0;135593.0;success;0.603;0.603;0.744;0.077;0.397;0.256;0.923;0.743;0.205;0.235;0.671;0.499;0.939;0.707;0.803;0.69;0.687;0.752;0.656;0.59;0.614;6.75;0.008;6.758;"[""0.795"", ""0.769"", ""0.718"", ""0.667"", ""0.718"", ""0.641"", ""0.897""]";"[""0.000"", ""0.770"", ""0.664"", ""0.664"", ""0.000"", ""0.298"", ""0.500""]";"[""0.795"", ""0.737"", ""0.667"", ""0.611"", ""0.737"", ""0.286"", ""1.000""]";"[""1.000"", ""0.778"", ""0.900"", ""0.647"", ""0.966"", ""0.182"", ""0.333""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""1.000"", ""0.487"", ""0.692"", ""0.462"", ""0.974"", ""0.179"", ""0.051""]";"[""-0.205"", ""-0.026"", ""-0.179"", ""-0.026"", ""-0.231"", ""0.103"", ""0.103""]"
247;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 31 -P 'Jaccard distance';weka.classifiers.functions.SGD -- -F 0 -L 0.01 -R 1e-07;1991086;success;0.531;0.531;0.692;0.128;0.469;0.308;0.872;0.655;0.205;0.326;0.632;0.599;1.127;0.676;0.697;0.605;0.616;0.687;0.603;0.552;0.602;6.303;0.052;6.355;"[""0.744"", ""0.769"", ""0.590"", ""0.667"", ""0.615"", ""0.641"", ""0.821""]";"[""0.220"", ""0.769"", ""0.588"", ""0.650"", ""0.424"", ""0.605"", ""0.283""]";"[""0.800"", ""0.714"", ""0.611"", ""0.625"", ""0.750"", ""0.400"", ""0.333""]";"[""0.903"", ""0.833"", ""0.550"", ""0.588"", ""0.724"", ""0.545"", ""0.167""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.897"", ""0.538"", ""0.462"", ""0.410"", ""0.718"", ""0.385"", ""0.077""]";"[""-0.103"", ""-0.077"", ""0.051"", ""0.026"", ""0.026"", ""-0.103"", ""0.077""]"
249;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;flags;2;False;meka.classifiers.multilabel.PS -P 1 -N 3;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;37691;success;0.596;0.596;0.751;0.231;0.404;0.249;0.769;0.689;0.231;0.282;0.703;0.485;0.913;0.758;0.712;0.761;0.616;0.734;0.642;0.602;0.659;0.824;0.019;0.843;"[""0.744"", ""0.692"", ""0.667"", ""0.769"", ""0.795"", ""0.718"", ""0.872""]";"[""0.518"", ""0.693"", ""0.648"", ""0.740"", ""0.560"", ""0.585"", ""0.286""]";"[""0.839"", ""0.650"", ""0.733"", ""0.786"", ""0.818"", ""0.500"", ""1.000""]";"[""0.839"", ""0.722"", ""0.550"", ""0.647"", ""0.931"", ""0.455"", ""0.167""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.795"", ""0.513"", ""0.385"", ""0.359"", ""0.846"", ""0.256"", ""0.026""]";"[""0.000"", ""-0.051"", ""0.128"", ""0.077"", ""-0.103"", ""0.026"", ""0.128""]"
252;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 31 -P 'AUPRC (macro averaged)';weka.classifiers.bayes.NaiveBayes --;964992;success;0.562;0.562;0.689;0.128;0.438;0.311;0.872;0.543;0.154;0.335;0.629;0.606;1.141;0.642;0.803;0.624;0.792;0.714;0.676;0.589;0.675;7.071;0.059;7.13;"[""0.846"", ""0.615"", ""0.641"", ""0.692"", ""0.744"", ""0.462"", ""0.821""]";"[""0.541"", ""0.493"", ""0.639"", ""0.668"", ""0.683"", ""0.462"", ""0.826""]";"[""0.857"", ""0.548"", ""0.667"", ""0.667"", ""0.852"", ""0.321"", ""0.455""]";"[""0.968"", ""0.944"", ""0.600"", ""0.588"", ""0.793"", ""0.818"", ""0.833""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.897"", ""0.795"", ""0.462"", ""0.385"", ""0.692"", ""0.718"", ""0.282""]";"[""-0.103"", ""-0.333"", ""0.051"", ""0.051"", ""0.051"", ""-0.436"", ""-0.128""]"
253;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 56 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 796 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579638;success;0.586;0.586;0.725;0.128;0.414;0.275;0.872;0.603;0.231;0.316;0.644;0.535;1.006;0.679;0.818;0.694;0.803;0.742;0.711;0.629;0.68;9.171;0.212;9.383;"[""0.769"", ""0.667"", ""0.718"", ""0.744"", ""0.769"", ""0.513"", ""0.897""]";"[""0.000"", ""0.590"", ""0.701"", ""0.630"", ""0.553"", ""0.513"", ""0.870""]";"[""0.789"", ""0.586"", ""0.800"", ""0.889"", ""0.813"", ""0.357"", ""0.625""]";"[""0.968"", ""0.944"", ""0.600"", ""0.471"", ""0.897"", ""0.909"", ""0.833""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.974"", ""0.744"", ""0.385"", ""0.231"", ""0.821"", ""0.718"", ""0.205""]";"[""-0.179"", ""-0.282"", ""0.128"", ""0.205"", ""-0.077"", ""-0.436"", ""-0.051""]"
260;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;0.591;0.591;0.729;0.128;0.409;0.271;0.872;0.607;0.231;0.312;0.646;0.527;0.993;0.681;0.826;0.696;0.812;0.747;0.718;0.634;0.684;3.408;0.499;3.907;"[""0.769"", ""0.667"", ""0.718"", ""0.769"", ""0.769"", ""0.513"", ""0.897""]";"[""0.000"", ""0.590"", ""0.701"", ""0.681"", ""0.553"", ""0.513"", ""0.870""]";"[""0.789"", ""0.586"", ""0.800"", ""0.900"", ""0.813"", ""0.357"", ""0.625""]";"[""0.968"", ""0.944"", ""0.600"", ""0.529"", ""0.897"", ""0.909"", ""0.833""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.974"", ""0.744"", ""0.385"", ""0.256"", ""0.821"", ""0.718"", ""0.205""]";"[""-0.179"", ""-0.282"", ""0.128"", ""0.179"", ""-0.077"", ""-0.436"", ""-0.051""]"
261;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
262;flags;2;False;meka.classifiers.multilabel.PS -P 1 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;37691;success;0.556;0.556;0.711;0.231;0.444;0.289;0.769;0.674;0.179;0.28;0.667;0.563;1.06;0.709;0.682;0.711;0.591;0.695;0.607;0.568;0.624;0.796;0.024;0.82;"[""0.821"", ""0.615"", ""0.641"", ""0.615"", ""0.692"", ""0.718"", ""0.872""]";"[""0.535"", ""0.606"", ""0.630"", ""0.611"", ""0.532"", ""0.644"", ""0.286""]";"[""0.853"", ""0.588"", ""0.688"", ""0.556"", ""0.793"", ""0.500"", ""1.000""]";"[""0.935"", ""0.556"", ""0.550"", ""0.588"", ""0.793"", ""0.545"", ""0.167""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.872"", ""0.436"", ""0.410"", ""0.462"", ""0.744"", ""0.308"", ""0.026""]";"[""-0.077"", ""0.026"", ""0.103"", ""-0.026"", ""0.000"", ""-0.026"", ""0.128""]"
263;flags;2;False;meka.classifiers.multilabel.PS -P 1 -N 3;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;37691;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
264;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
265;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;flags;2;False;meka.classifiers.multilabel.PS -P 1 -N 3;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;37691;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
272;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.functions.SGD -- -F 1 -L 1e-05 -R 1e-07 -N;512184;success;0.477;0.477;0.667;0.026;0.523;0.333;0.974;0.539;0.205;0.338;0.606;0.649;1.221;0.652;0.667;0.447;0.546;0.659;0.482;0.514;0.552;4.696;0.019;4.715;"[""0.795"", ""0.436"", ""0.667"", ""0.564"", ""0.769"", ""0.590"", ""0.846""]";"[""0.000"", ""0.389"", ""0.648"", ""0.000"", ""0.454"", ""0.617"", ""0.000""]";"[""0.795"", ""0.423"", ""0.733"", ""0.000"", ""0.794"", ""0.381"", ""0.000""]";"[""1.000"", ""0.611"", ""0.550"", ""0.000"", ""0.931"", ""0.727"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""1.000"", ""0.667"", ""0.385"", ""0.000"", ""0.872"", ""0.538"", ""0.000""]";"[""-0.205"", ""-0.205"", ""0.128"", ""0.436"", ""-0.128"", ""-0.256"", ""0.154""]"
274;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
275;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.functions.SGD -- -F 1 -L 0.01 -R 0.01;710818;success;0.603;0.603;0.744;0.205;0.397;0.256;0.795;0.722;0.179;0.249;0.683;0.499;0.939;0.725;0.758;0.591;0.652;0.741;0.619;0.58;0.646;5.05;0.044;5.094;"[""0.795"", ""0.795"", ""0.615"", ""0.744"", ""0.718"", ""0.692"", ""0.846""]";"[""0.395"", ""0.796"", ""0.615"", ""0.746"", ""0.539"", ""0.632"", ""0.000""]";"[""0.829"", ""0.750"", ""0.632"", ""0.667"", ""0.800"", ""0.462"", ""0.000""]";"[""0.935"", ""0.833"", ""0.600"", ""0.824"", ""0.828"", ""0.545"", ""0.000""]";"[""0.795"", ""0.462"", ""0.513"", ""0.436"", ""0.744"", ""0.282"", ""0.154""]";"[""0.897"", ""0.513"", ""0.487"", ""0.538"", ""0.769"", ""0.333"", ""0.000""]";"[""-0.103"", ""-0.051"", ""0.026"", ""-0.103"", ""-0.026"", ""-0.051"", ""0.154""]"
278;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
281;flags;2;False;meka.classifiers.multilabel.PS -P 1 -N 3;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;37691;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
288;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
292;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;flags;2;False;meka.classifiers.multilabel.PMCC -Iy 95 -Is 76 -B 0.13 -O 0 -M 11 -P 'Jaccard distance';weka.classifiers.bayes.NaiveBayes -- -K;1579650;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;flags;2;False;meka.classifiers.multilabel.PS -P 5 -N 1;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;15685;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
